0,163,224
0,463,220
0,765,212
0,1065,210
0,1365,208
0,1666,209
0,1966,213
0,2266,216
0,2566,217
0,2868,219
0,3168,217
0,3469,219
0,3769,217
0,4069,215
0,4370,219
0,4670,220
0,4971,224
0,5272,228
0,5572,231
0,5872,233
0,6173,234
0,6473,236
0,6773,235
0,7075,234
0,7375,233
0,7675,233
0,7976,231
0,8276,231
0,8576,229
0,8877,229
0,9178,227
0,9480,224
0,9780,224
0,10080,223
0,10381,226
0,10681,227
0,10981,227
0,11282,230
0,11583,231
183,11700,229
300,11516,230
300,11216,227
300,10916,224
300,10615,225
300,10315,224
300,10013,223
300,9713,223
300,9413,225
300,9113,227
300,8812,228
300,8512,229
300,8212,231
300,7910,232
300,7610,232
300,7309,233
300,7009,234
300,6709,234
300,6409,232
300,6108,233
300,5807,231
300,5506,227
300,5206,222
300,4906,220
300,4605,217
300,4305,216
300,4005,215
300,3703,216
300,3403,216
300,3103,216
300,2802,217
300,2502,215
300,2202,211
300,1901,207
300,1600,205
300,1300,208
300,999,212
300,699,216
300,399,220
300,98,224
502,0,219
600,203,215
600,504,212
600,804,208
600,1104,204
600,1405,205
600,1705,206
600,2005,208
600,2307,212
600,2608,214
600,2909,214
600,3209,214
600,3509,215
600,3810,214
600,4110,214
600,4410,213
600,4712,217
600,5012,221
600,5312,225
600,5613,230
600,5913,234
600,6213,235
600,6514,234
600,6815,235
600,7115,232
600,7416,232
600,7716,229
600,8016,228
600,8317,226
600,8617,226
600,8919,226
600,9219,224
600,9519,223
600,9819,222
600,10120,222
600,10420,223
600,10720,225
600,11022,225
600,11322,227
600,11623,228
823,11700,228
900,11477,226
900,11177,225
900,10876,222
900,10575,224
900,10274,222
900,9974,221
900,9674,222
900,9373,224
900,9073,226
900,8773,226
900,8471,227
900,8171,229
900,7871,230
900,7570,231
900,7270,233
900,6970,233
900,6669,234
900,6368,234
900,6066,232
900,5766,229
900,5466,223
900,5165,216
900,4865,214
900,4565,211
900,4265,214
900,3963,214
900,3663,210
900,3362,210
900,3062,210
900,2762,211
900,2461,208
900,2161,205
900,1860,204
900,1559,203
900,1259,201
900,959,203
900,658,208
900,358,212
900,58,215
1144,0,211
1200,244,207
1200,544,201
1200,845,200
1200,1145,200
1200,1445,201
1200,1746,204
1200,2047,205
1200,2348,208
1200,2648,206
1200,2948,204
1200,3248,205
1200,3549,210
1200,3849,213
1200,4151,212
1200,4451,211
1200,4751,214
1200,5052,219
1200,5352,223
1200,5652,231
1200,5952,235
1200,6254,235
1200,6554,234
1200,6855,233
1200,7155,233
1200,7455,230
1200,7756,230
1200,8056,228
1200,8357,229
1200,8658,227
1200,8958,225
1200,9258,224
1200,9559,223
1200,9859,223
1200,10159,222
1200,10461,223
1200,10762,224
1200,11063,226
1200,11363,228
1200,11663,228
1463,11700,229
1500,11436,228
1500,11136,225
1500,10834,223
1500,10534,221
1500,10234,222
1500,9933,223
1500,9633,224
1500,9333,225
1500,9032,228
1500,8731,228
1500,8431,229
1500,8130,230
1500,7830,231
1500,7530,233
1500,7229,233
1500,6929,236
1500,6628,235
1500,6327,235
1500,6027,233
1500,5727,225
1500,5426,218
1500,5126,215
1500,4826,214
1500,4524,213
1500,4224,212
1500,3924,211
1500,3623,206
1500,3323,202
1500,3023,201
1500,2722,206
1500,2421,206
1500,2120,202
1500,1820,202
1500,1520,200
1500,1220,199
1500,919,201
1500,619,203
1500,317,207
1500,17,211
1783,0,208
1800,284,204
1800,584,203
1800,884,204
1800,1184,206
1800,1486,206
1800,1788,206
1800,2088,208
1800,2388,207
1800,2688,204
1800,2989,204
1800,3289,206
1800,3589,210
1800,3891,215
1800,4191,218
1800,4492,219
1800,4792,219
1800,5092,218
1800,5392,222
1800,5693,228
1800,5994,233
1800,6295,233
1800,6595,233
1800,6895,233
1800,7196,232
1800,7496,232
1800,7796,231
1800,8098,231
1800,8398,231
1800,8698,229
1800,8999,228
1800,9299,226
1800,9599,224
1800,9900,223
1800,10201,223
1800,10501,224
1800,10802,225
1800,11102,228
1800,11402,229
1802,11700,230
2100,11697,229
2100,11396,229
2100,11095,226
2100,10795,225
2100,10495,225
2100,10194,223
2100,9894,224
2100,9594,226
2100,9292,228
2100,8992,230
2100,8692,232
2100,8391,233
2100,8091,232
2100,7791,233
2100,7490,233
2100,7189,233
2100,6888,233
2100,6588,234
2100,6288,230
2100,5988,227
2100,5687,224
2100,5387,222
2100,5085,224
2100,4784,222
2100,4484,222
2100,4183,218
2100,3883,213
2100,3583,210
2100,3282,209
2100,2982,208
2100,2680,211
2100,2380,211
2100,2080,212
2100,1780,211
2100,1479,211
2100,1179,209
2100,879,207
2100,577,207
2100,277,210
2123,0,212
2400,24,214
2400,324,211
2400,624,211
2400,925,214
2400,1226,215
2400,1527,218
2400,1827,217
2400,2127,217
2400,2428,215
2400,2728,215
2400,3028,212
2400,3330,213
2400,3630,216
2400,3930,222
2400,4231,227
2400,4531,225
2400,4831,225
2400,5132,227
2400,5433,228
2400,5733,228
2400,6034,230
2400,6334,231
2400,6634,233
2400,6935,235
2400,7235,233
2400,7536,233
2400,7837,234
2400,8137,233
2400,8437,234
2400,8738,232
2400,9038,229
2400,9338,229
2400,9640,227
2400,9941,226
2400,10242,225
2400,10542,225
2400,10842,228
2400,11143,228
2400,11443,228
2443,11700,228
2700,11655,229
2700,11355,228
2700,11055,227
2700,10754,226
2700,10454,227
2700,10154,228
2700,9853,229
2700,9552,230
2700,9252,233
2700,8951,234
2700,8651,234
2700,8351,234
2700,8050,234
2700,7750,234
2700,7448,233
2700,7148,234
2700,6848,234
2700,6548,232
2700,6247,231
2700,5947,230
2700,5647,228
2700,5345,227
2700,5045,226
2700,4744,229
2700,4444,229
2700,4144,225
2700,3844,220
2700,3543,219
2700,3242,218
2700,2941,219
2700,2641,222
2700,2341,222
2700,2040,222
2700,1740,221
2700,1440,220
2700,1138,219
2700,838,218
2700,538,218
2700,237,219
2763,0,220
3000,63,221
3000,364,221
3000,665,221
3000,965,223
3000,1266,223
3000,1566,225
3000,1866,225
3000,2167,225
3000,2467,226
3000,2768,224
3000,3070,222
3000,3370,224
3000,3671,225
3000,3971,228
3000,4271,230
3000,4572,230
3000,4872,229
3000,5173,228
3000,5474,230
3000,5774,230
3000,6074,231
3000,6375,232
3000,6675,233
3000,6975,234
3000,7277,233
3000,7577,234
3000,7877,234
3000,8178,235
3000,8478,236
3000,8778,233
3000,9079,233
3000,9380,232
3000,9680,229
3000,9981,229
3000,10281,228
3000,10581,226
3000,10882,227
3000,11182,227
3000,11484,225
3084,11700,226
3300,11616,226
3300,11316,225
3300,11015,225
3300,10715,228
3300,10415,228
3300,10113,228
3300,9813,230
3300,9512,231
3300,9212,232
3300,8912,233
3300,8612,233
3300,8311,235
3300,8010,233
3300,7709,233
3300,7409,234
3300,7109,232
3300,6808,231
3300,6508,232
3300,6208,231
3300,5906,231
3300,5605,230
3300,5304,231
3300,5004,231
3300,4704,229
3300,4404,230
3300,4103,228
3300,3803,224
3300,3501,225
3300,3201,223
3300,2901,226
3300,2600,227
3300,2300,228
3300,2000,227
3300,1700,227
3300,1398,226
3300,1098,226
3300,797,226
3300,497,223
3300,197,225
3403,0,225
3600,104,225
3600,405,225
3600,706,228
3600,1006,229
3600,1306,229
3600,1607,228
3600,1907,229
3600,2207,228
3600,2509,229
3600,2809,226
3600,3109,226
3600,3410,225
3600,3710,226
