0,143,236
0,443,235
0,743,234
0,1045,232
0,1345,232
0,1646,233
0,1946,234
0,2246,232
0,2547,233
0,2847,233
0,3148,235
0,3449,236
0,3749,239
0,4049,240
0,4350,239
0,4650,239
0,4950,239
0,5252,239
0,5552,240
0,5852,239
0,6153,238
0,6453,238
0,6753,239
0,7054,239
0,7355,239
0,7657,237
0,7957,237
0,8257,236
0,8558,235
0,8858,235
0,9158,235
0,9459,234
0,9760,232
0,10060,236
0,10361,234
0,10661,236
0,10961,237
0,11262,236
0,11562,236
163,11700,236
300,11536,236
300,11236,235
300,10936,236
300,10635,234
300,10335,234
300,10035,235
300,9733,235
300,9433,236
300,9132,236
300,8832,237
300,8532,238
300,8232,238
300,7931,241
300,7630,241
300,7329,239
300,7029,240
300,6729,238
300,6428,239
300,6128,241
300,5828,239
300,5526,239
300,5226,240
300,4926,240
300,4625,239
300,4325,238
300,4025,236
300,3724,235
300,3423,233
300,3123,233
300,2822,233
300,2522,234
300,2222,232
300,1921,233
300,1621,235
300,1320,237
300,1019,237
300,719,237
300,419,236
300,118,238
482,0,238
600,182,237
600,484,236
600,785,235
600,1086,237
600,1386,234
600,1686,234
600,1987,235
600,2287,234
600,2587,233
600,2889,233
600,3189,236
600,3489,237
600,3790,238
600,4090,237
600,4390,239
600,4691,241
600,4992,239
600,5292,239
600,5593,239
600,5893,239
600,6193,239
600,6494,240
600,6794,240
600,7096,240
600,7396,241
600,7696,239
600,7996,239
600,8297,239
600,8597,239
600,8897,238
600,9199,236
600,9499,236
600,9800,234
600,10100,234
600,10400,234
600,10700,234
600,11001,236
600,11302,235
600,11603,236
803,11700,236
900,11497,236
900,11196,236
900,10896,237
900,10596,235
900,10294,233
900,9994,233
900,9694,234
900,9393,236
900,9093,239
900,8793,237
900,8492,240
900,8191,240
900,7889,240
900,7589,239
900,7289,239
900,6988,240
900,6688,238
900,6388,239
900,6088,239
900,5786,241
900,5486,241
900,5185,239
900,4885,239
900,4585,240
900,4284,237
900,3984,238
900,3683,239
900,3382,236
900,3082,235
900,2782,234
900,2481,235
900,2181,235
900,1881,235
900,1579,233
900,1279,236
900,979,237
900,678,237
900,378,239
900,78,237
1122,0,237
1200,224,236
1200,525,238
1200,825,238
1200,1125,236
1200,1425,236
1200,1726,235
1200,2026,234
1200,2328,235
1200,2628,234
1200,2928,234
1200,3229,234
1200,3529,235
1200,3829,236
1200,4129,237
1200,4431,239
1200,4731,241
1200,5032,241
1200,5332,242
1200,5632,242
1200,5933,240
1200,6233,238
1200,6534,240
1200,6835,239
1200,7135,241
1200,7435,242
1200,7736,241
1200,8036,240
1200,8336,241
1200,8638,238
1200,8939,240
1200,9240,239
1200,9540,239
1200,9840,238
1200,10141,237
1200,10441,238
1200,10741,237
1200,11043,238
1200,11343,237
1200,11643,238
1443,11700,240
1500,11456,241
1500,11156,238
1500,10855,239
1500,10554,239
1500,10254,239
1500,9953,239
1500,9653,240
1500,9353,239
1500,9052,240
1500,8752,241
1500,8451,241
1500,8150,241
1500,7850,242
1500,7550,242
1500,7249,242
1500,6949,240
1500,6649,241
1500,6347,240
1500,6047,240
1500,5747,241
1500,5446,242
1500,5146,241
1500,4846,242
1500,4545,240
1500,4244,239
1500,3943,236
1500,3643,235
1500,3343,232
1500,3043,233
1500,2742,233
1500,2442,233
1500,2140,234
1500,1840,235
1500,1540,236
1500,1239,237
1500,939,239
1500,639,236
1500,339,239
1500,37,238
1764,0,241
1800,265,240
1800,565,242
1800,865,241
1800,1166,239
1800,1466,234
1800,1766,234
1800,2068,232
1800,2368,231
1800,2669,232
1800,2969,232
1800,3269,231
1800,3569,235
1800,3870,240
1800,4171,243
1800,4472,241
1800,4772,242
1800,5072,241
1800,5373,241
1800,5673,241
1800,5973,242
1800,6275,243
1800,6575,243
1800,6875,244
1800,7176,243
1800,7476,242
1800,7776,241
1800,8077,241
1800,8378,242
1800,8678,240
1800,8979,241
1800,9279,240
1800,9579,242
1800,9880,241
1800,10180,240
1800,10481,241
1800,10782,241
1800,11082,241
1800,11382,243
1800,11683,241
2083,11700,243
2100,11417,242
2100,11115,242
2100,10815,240
2100,10515,240
2100,10214,241
2100,9914,242
2100,9614,243
2100,9313,242
2100,9012,243
2100,8711,244
2100,8411,243
2100,8111,243
2100,7811,241
2100,7510,242
2100,7210,243
2100,6908,244
2100,6607,243
2100,6307,244
2100,6006,244
2100,5706,243
2100,5406,243
2100,5105,243
2100,4805,242
2100,4503,241
2100,4203,241
2100,3903,239
2100,3603,236
2100,3302,232
2100,3002,232
2100,2702,232
2100,2400,231
2100,2100,233
2100,1799,233
2100,1499,237
2100,1199,238
2100,899,240
2100,598,243
2100,297,241
2103,0,244
2400,4,241
2400,304,241
2400,605,241
2400,905,241
2400,1205,239
2400,1507,237
2400,1807,235
2400,2107,232
2400,2408,231
2400,2708,231
2400,3008,233
2400,3309,234
2400,3610,238
2400,3910,240
2400,4211,240
2400,4511,242
2400,4811,244
2400,5112,246
2400,5412,245
2400,5713,245
2400,6014,246
2400,6314,246
2400,6614,244
2400,6915,245
2400,7215,243
2400,7515,244
2400,7817,244
2400,8118,247
2400,8419,247
2400,8719,246
2400,9019,245
2400,9320,246
2400,9620,245
2400,9920,245
2400,10222,245
2400,10522,246
2400,10822,245
2400,11123,243
2400,11423,243
2423,11700,243
2700,11676,243
2700,11375,245
2700,11075,245
2700,10774,246
2700,10474,249
2700,10174,248
2700,9873,249
2700,9573,248
2700,9271,247
2700,8971,247
2700,8671,248
2700,8371,247
2700,8070,247
2700,7770,246
2700,7470,245
2700,7168,244
2700,6868,247
2700,6567,247
2700,6267,245
2700,5967,246
2700,5667,248
2700,5366,248
2700,5065,247
2700,4764,246
2700,4464,244
2700,4164,242
2700,3863,237
2700,3563,234
2700,3263,233
2700,2961,231
2700,2661,231
2700,2361,231
2700,2060,232
2700,1760,234
2700,1460,238
2700,1159,240
2700,858,242
2700,558,240
2700,257,240
2743,0,240
3000,43,241
3000,344,239
3000,644,239
3000,945,239
3000,1247,235
3000,1547,234
3000,1848,230
3000,2148,229
3000,2448,228
3000,2749,228
3000,3049,232
3000,3350,235
3000,3651,237
3000,3951,241
3000,4251,244
3000,4552,246
3000,4852,246
3000,5152,248
3000,5454,247
3000,5754,247
3000,6054,247
3000,6355,248
3000,6655,248
3000,6955,247
3000,7256,246
3000,7557,247
3000,7857,247
3000,8158,247
3000,8458,246
3000,8758,249
3000,9059,248
3000,9359,249
3000,9661,248
3000,9961,253
3000,10261,249
3000,10561,249
3000,10862,248
3000,11162,246
3000,11462,244
3064,11700,242
3300,11636,244
3300,11335,245
3300,11035,248
3300,10735,250
3300,10435,252
3300,10134,251
3300,9833,250
3300,9532,250
3300,9232,249
3300,8932,250
3300,8631,249
3300,8331,249
3300,8031,249
3300,7729,249
3300,7428,248
3300,7127,248
3300,6827,249
3300,6527,249
3300,6227,247
3300,5926,247
3300,5626,248
3300,5324,247
3300,5024,246
3300,4724,245
3300,4423,244
3300,4123,241
3300,3823,238
3300,3523,236
3300,3221,234
3300,2921,230
3300,2620,226
3300,2320,228
3300,2020,229
3300,1719,231
3300,1419,235
3300,1118,236
3300,817,237
3300,517,240
3300,217,237
3383,0,238
3600,84,237
3600,384,236
3600,686,236
3600,986,235
3600,1286,233
3600,1587,231
3600,1887,230
3600,2187,227
3600,2488,228
3600,2789,230
3600,3089,234
3600,3390,235
3600,3690,237
3600,3990,240
3600,4291,243
3600,4591,244
3600,4893,246
3600,5193,247
3600,5493,247
3600,5793,247
3600,6094,246
3600,6394,246
3600,6694,247
3600,6996,248
3600,7296,249
3600,7597,251
3600,7897,253
3600,8197,252
3600,8497,252
3600,8798,253
3600,9099,249
3600,9401,250
3600,9701,249
3600,10001,250
3600,10302,250
3600,10602,249
3600,10902,247
3600,11203,246
3600,11504,243
3704,11700,241
3900,11595,243
3900,11295,244
3900,10995,245
3900,10694,248
3900,10394,249
3900,10092,249
3900,9792,250
3900,9492,249
3900,9191,249
3900,8891,250
3900,8591,251
3900,8291,251
3900,7989,252
3900,7689,251
3900,7388,249
3900,7088,249
3900,6788,246
3900,6487,246
3900,6187,246
3900,5886,244
3900,5585,246
3900,5285,245
3900,4985,245
3900,4684,244
3900,4384,241
3900,4084,239
3900,3782,235
3900,3482,235
3900,3182,233
3900,2881,230
3900,2581,227
3900,2281,227
3900,1980,229
3900,1679,233
3900,1379,232
3900,1078,234
3900,778,234
3900,478,236
3900,177,234
4023,0,233
4200,125,233
4200,426,233
4200,726,233
4200,1027,233
4200,1327,234
4200,1627,231
4200,1928,229
4200,2228,229
4200,2529,228
4200,2830,230
4200,3130,232
4200,3430,234
4200,3731,237
4200,4031,240
4200,4331,241
4200,4633,242
4200,4933,242
4200,5233,244
4200,5534,245
4200,5834,246
4200,6134,244
4200,6435,247
4200,6736,247
4200,7037,247
4200,7337,247
4200,7637,248
4200,7937,250
4200,8238,249
4200,8538,248
4200,8840,249
4200,9140,248
4200,9440,250
4200,9741,249
4200,10041,249
4200,10341,248
4200,10641,247
4200,10943,246
4200,11243,241
4200,11544,241
4344,11700,241
4500,11556,242
4500,11255,243
4500,10955,244
4500,10654,246
4500,10353,247
4500,10053,249
4500,9753,247
4500,9452,248
4500,9152,247
4500,8852,246
4500,8550,246
4500,8250,247
4500,7950,247
4500,7649,246
4500,7349,246
4500,7049,247
4500,6748,244
4500,6447,244
4500,6145,244
4500,5845,245
4500,5545,244
4500,5244,243
4500,4944,241
4500,4644,241
4500,4343,241
4500,4042,239
4500,3742,237
4500,3441,235
4500,3141,230
4500,2841,231
4500,2540,229
4500,2240,229
4500,1939,230
4500,1638,231
4500,1338,231
4500,1038,234
4500,737,234
4500,437,234
4500,137,235
4665,0,235
4800,165,236
4800,465,236
4800,766,233
4800,1066,232
4800,1366,232
4800,1667,232
4800,1968,232
4800,2269,232
4800,2569,233
4800,2869,232
4800,3169,234
4800,3470,233
4800,3770,236
4800,4072,239
4800,4372,241
4800,4672,240
4800,4973,243
4800,5273,244
4800,5573,244
4800,5873,243
4800,6175,246
4800,6475,244
4800,6776,245
4800,7076,244
4800,7376,246
4800,7677,245
4800,7977,245
4800,8278,243
4800,8580,246
4800,8880,245
4800,9181,247
4800,9481,246
4800,9781,249
4800,10081,247
4800,10382,246
4800,10683,245
4800,10984,244
4800,11284,242
4800,11584,240
4984,11700,239
5100,11515,242
5100,11215,242
5100,10913,244
5100,10613,246
5100,10313,244
5100,10012,247
5100,9712,246
5100,9412,244
5100,9111,245
5100,8810,245
5100,8510,244
5100,8209,244
5100,7909,243
5100,7609,244
5100,7308,242
5100,7008,242
5100,6707,243
5100,6406,242
5100,6106,242
5100,5806,244
5100,5505,242
5100,5205,242
5100,4905,242
5100,4603,240
5100,4303,239
5100,4003,237
5100,3702,235
5100,3402,234
5100,3102,232
5100,2801,233
5100,2500,231
5100,2199,231
5100,1899,232
5100,1599,232
5100,1299,233
5100,998,235
5100,698,236
5100,396,239
5100,96,238
5304,0,239
5400,205,238
5400,505,238
5400,805,236
5400,1105,238
5400,1407,237
5400,1709,238
5400,2009,235
5400,2309,237
5400,2609,237
5400,2910,237
5400,3210,237
5400,3510,237
5400,3812,235
5400,4112,237
5400,4413,236
5400,4713,237
5400,5013,236
5400,5313,236
5400,5614,235
5400,5915,238
5400,6216,234
5400,6516,236
5400,6816,237
5400,7117,236
5400,7417,236
5400,7717,236
5400,8019,235
5400,8319,236
